Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,In which country do you currently reside?,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,Select the title most similar to your current role (or most recent title if retired): - Selected Choice,Select the title most similar to your current role (or most recent title if retired): - Other - Text,What is the size of the company where you are employed?,Approximately how many individuals are responsible for data science workloads at your place of business?,Does your current employer incorporate machine learning methods into their business?
513,25-29,Female,-1,Brazil,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
515929,35-39,Female,-1,United States of America,Master’s degree,Data Analyst,-1,0-49 employees,,
126,25-29,Male,-1,India,Master’s degree,Data Engineer,-1,"> 10,000 employees",20+,
562243,25-29,Male,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
460,18-21,Male,-1,Nigeria,Bachelor’s degree,Student,-1,,,
86,35-39,Male,-1,South Korea,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",,
113,22-24,Female,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,0,
53066,30-34,Male,-1,Germany,No formal education past high school,Not employed,-1,,,
34526,50-54,Male,-1,Spain,Bachelor’s degree,Data Engineer,-1,0-49 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
62,25-29,Male,-1,Brazil,Bachelor’s degree,Other,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
36,18-21,Male,-1,India,,,-1,,,
598,25-29,Female,-1,Egypt,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
69,22-24,Female,-1,India,Bachelor’s degree,Software Engineer,-1,250-999 employees,0,
452,25-29,Male,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
1655,22-24,Female,-1,Indonesia,Bachelor’s degree,Data Analyst,-1,50-249 employees,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)"
99,25-29,Male,-1,India,Master’s degree,,-1,,,
358,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
526,22-24,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
162,18-21,Male,-1,China,Some college/university study without earning a bachelor’s degree,Student,-1,,,
395,45-49,Male,-1,Germany,Doctoral degree,Data Scientist,-1,0-49 employees,0,I do not know
361,35-39,Male,-1,India,Master’s degree,Software Engineer,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
87,25-29,Male,-1,India,Bachelor’s degree,Data Analyst,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
232,22-24,Male,-1,China,Bachelor’s degree,,-1,,,
109,35-39,Female,-1,Japan,Master’s degree,Other,-1,"> 10,000 employees",,
176,22-24,Male,-1,China,Bachelor’s degree,Other,-1,"1000-9,999 employees",2-Jan,No (we do not use ML methods)
184,25-29,Male,-1,India,Master’s degree,Research Scientist,-1,0-49 employees,2-Jan,No (we do not use ML methods)
216,25-29,Prefer not to say,-1,China,Bachelor’s degree,Student,-1,,,
917,25-29,Male,-1,India,Bachelor’s degree,Software Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
76224,40-44,Male,-1,United States of America,Doctoral degree,Research Scientist,-1,250-999 employees,20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
93,25-29,Male,-1,India,Master’s degree,Data Scientist,-1,,,
427,18-21,Male,-1,India,Master’s degree,Student,-1,,,
795,22-24,Male,-1,Indonesia,Master’s degree,Data Engineer,-1,50-249 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
3902,40-44,Male,-1,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
92,40-44,Prefer to self-describe,36,India,Master’s degree,,-1,,,
164,70+,Male,-1,Australia,Doctoral degree,Business Analyst,-1,"> 10,000 employees",,
414,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
121,40-44,Female,-1,United States of America,Master’s degree,Business Analyst,-1,"> 10,000 employees",20+,No (we do not use ML methods)
2932,40-44,Female,-1,India,Professional degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1154,22-24,Male,-1,India,Bachelor’s degree,Data Scientist,-1,"> 10,000 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
12389,35-39,Male,-1,Other,Master’s degree,Software Engineer,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
590,30-34,Male,-1,India,Master’s degree,Software Engineer,-1,250-999 employees,15-19,"We recently started using ML methods (i.e., models in production for less than 2 years)"
214,18-21,Male,-1,India,I prefer not to answer,Data Analyst,-1,0-49 employees,,
418,40-44,Female,-1,India,Master’s degree,Student,-1,,,
73,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
47,45-49,Male,-1,Germany,,,-1,,,
136,22-24,Male,-1,Pakistan,I prefer not to answer,Research Scientist,-1,,,
90,22-24,Male,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,0,
434,45-49,Female,-1,Other,Doctoral degree,Software Engineer,-1,50-249 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
571,22-24,Male,-1,China,Master’s degree,Student,-1,,,
175,40-44,Male,-1,Mexico,I prefer not to answer,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
1577,22-24,Male,-1,Egypt,Master’s degree,Data Analyst,-1,250-999 employees,,
397,22-24,Male,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,0,I do not know
272,25-29,Male,-1,United States of America,Master’s degree,Student,-1,,,
314,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
62,18-21,Male,-1,Other,Some college/university study without earning a bachelor’s degree,Student,-1,,,
109,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
323,22-24,Female,-1,India,Master’s degree,Other,-1,0-49 employees,14-Oct,We are exploring ML methods (and may one day put a model into production)
929,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
1024,35-39,Male,-1,Japan,Master’s degree,Data Scientist,-1,"> 10,000 employees",4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
415,40-44,Male,-1,Belgium,Bachelor’s degree,Data Analyst,-1,"1000-9,999 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
169,40-44,Female,-1,India,Master’s degree,Student,-1,,,
526555,22-24,Male,-1,India,Master’s degree,Student,-1,,,
45,30-34,Male,-1,Saudi Arabia,Bachelor’s degree,,-1,,,
532969,40-44,Female,-1,Malaysia,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",20+,We are exploring ML methods (and may one day put a model into production)
33898,35-39,Male,-1,Other,Master’s degree,,-1,,,
659,30-34,Male,-1,India,Doctoral degree,Research Scientist,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
269,22-24,Male,-1,India,Bachelor’s degree,Student,-1,,,
130,18-21,Male,-1,India,No formal education past high school,,-1,,,
225,25-29,Male,-1,Other,Master’s degree,Student,-1,,,
16266,25-29,Female,-1,South Korea,Some college/university study without earning a bachelor’s degree,,-1,,,
247,40-44,Male,-1,United States of America,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,We use ML methods for generating insights (but do not put working models into production)
126,35-39,Male,-1,Sweden,Bachelor’s degree,Data Scientist,-1,250-999 employees,4-Mar,
171,35-39,Male,-1,France,Master’s degree,Software Engineer,-1,50-249 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
2013,30-34,Male,-1,Chile,Bachelor’s degree,Data Analyst,-1,250-999 employees,20+,We are exploring ML methods (and may one day put a model into production)
103,55-59,Male,-1,Other,Master’s degree,DBA/Database Engineer,-1,250-999 employees,,
159,25-29,Male,-1,India,Doctoral degree,Software Engineer,-1,50-249 employees,,
590,50-54,Male,-1,India,Professional degree,Data Analyst,-1,0-49 employees,2-Jan,No (we do not use ML methods)
229,35-39,Male,-1,India,Doctoral degree,Other,64,50-249 employees,2-Jan,No (we do not use ML methods)
338,22-24,Male,-1,Australia,Master’s degree,Student,-1,,,
2813,22-24,Male,-1,Japan,Master’s degree,Statistician,-1,0-49 employees,0,I do not know
74,22-24,Male,-1,India,Master’s degree,Data Scientist,-1,0-49 employees,,
505872,50-54,Male,-1,Other,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",20+,No (we do not use ML methods)
100,22-24,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
321,22-24,Female,-1,Taiwan,Master’s degree,Student,-1,,,
1081,30-34,Male,-1,India,Master’s degree,Data Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
478609,40-44,Male,-1,Switzerland,Master’s degree,Data Scientist,-1,50-249 employees,,
104,50-54,Male,-1,Ukraine,Professional degree,,-1,,,
166,55-59,Male,-1,Italy,Master’s degree,Other,-1,50-249 employees,0,No (we do not use ML methods)
329,30-34,Female,-1,India,Bachelor’s degree,Data Analyst,-1,"> 10,000 employees",20+,No (we do not use ML methods)
287,22-24,Male,-1,India,Bachelor’s degree,Student,-1,,,
359,22-24,Male,-1,India,Master’s degree,Other,785,250-999 employees,20+,I do not know
253,35-39,Female,-1,India,Master’s degree,Not employed,-1,,,
153,50-54,Male,-1,United States of America,Bachelor’s degree,Data Scientist,-1,50-249 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
17621,35-39,Male,-1,United States of America,Doctoral degree,Data Analyst,-1,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
810,30-34,Male,-1,India,Master’s degree,Data Scientist,-1,"> 10,000 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
641,25-29,Female,-1,Australia,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
392,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
303,30-34,Male,-1,India,Master’s degree,Business Analyst,-1,50-249 employees,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
450,30-34,Male,-1,Russia,I prefer not to answer,,-1,,,
71,35-39,Male,-1,India,Master’s degree,Product/Project Manager,-1,"> 10,000 employees",,
153,35-39,Male,-1,India,Doctoral degree,Student,-1,,,
416,22-24,Male,-1,India,Master’s degree,Student,-1,,,
363,30-34,Female,-1,Other,Doctoral degree,Other,524,50-249 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
685,30-34,Female,-1,Republic of Korea,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
373,40-44,Female,-1,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,-1,,,
634,25-29,Male,-1,India,Bachelor’s degree,Data Scientist,-1,"1000-9,999 employees",9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
218,35-39,Male,-1,India,Doctoral degree,Research Scientist,-1,250-999 employees,0,
320,45-49,Female,-1,India,Doctoral degree,Other,-1,50-249 employees,0,No (we do not use ML methods)
90,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Not employed,-1,,,
263,22-24,Male,-1,India,I prefer not to answer,Student,-1,,,
150,22-24,Male,-1,India,No formal education past high school,Software Engineer,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
540481,30-34,Male,-1,Japan,,,-1,,,
287,22-24,Male,-1,India,Master’s degree,Student,-1,,,
112,35-39,Male,-1,Germany,Doctoral degree,Business Analyst,-1,250-999 employees,20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
216,25-29,Male,-1,India,Master’s degree,Other,786,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
767,35-39,Female,-1,Israel,Bachelor’s degree,Software Engineer,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
746,25-29,Male,-1,Taiwan,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
163,35-39,Male,-1,Norway,Bachelor’s degree,Other,787,0-49 employees,14-Oct,We are exploring ML methods (and may one day put a model into production)
130,18-21,Male,-1,Russia,No formal education past high school,Data Scientist,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
32380,35-39,Female,-1,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,-1,0-49 employees,0,We use ML methods for generating insights (but do not put working models into production)
72,30-34,Male,-1,Saudi Arabia,Master’s degree,Other,-1,"1000-9,999 employees",,
65,35-39,Male,-1,India,Doctoral degree,Research Scientist,-1,0-49 employees,,
125,30-34,Male,-1,United States of America,Professional degree,Data Scientist,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
130,45-49,Male,-1,Germany,Master’s degree,Business Analyst,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
478,45-49,Female,-1,India,Bachelor’s degree,Product/Project Manager,-1,0-49 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
483580,22-24,Male,-1,Japan,Master’s degree,Student,-1,,,
1110,35-39,Male,-1,Nigeria,Master’s degree,Data Analyst,-1,250-999 employees,2-Jan,No (we do not use ML methods)
88,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,250-999 employees,0,No (we do not use ML methods)
101,60-69,Male,-1,United States of America,Master’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
169,22-24,Female,-1,India,Doctoral degree,Software Engineer,-1,250-999 employees,9-May,We are exploring ML methods (and may one day put a model into production)
279,18-21,Male,-1,Russia,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
387,18-21,Male,-1,United States of America,Bachelor’s degree,Research Scientist,-1,"1000-9,999 employees",4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
44,30-34,Male,-1,Taiwan,,,-1,,,
821,35-39,Male,-1,Spain,Doctoral degree,Data Scientist,-1,250-999 employees,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
760,30-34,Male,-1,India,Master’s degree,Research Scientist,-1,"1000-9,999 employees",15-19,"We recently started using ML methods (i.e., models in production for less than 2 years)"
4331,35-39,Prefer not to say,-1,United States of America,Doctoral degree,Software Engineer,-1,"1000-9,999 employees",9-May,We are exploring ML methods (and may one day put a model into production)
130,25-29,Male,-1,Poland,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
49,18-21,Male,-1,France,Some college/university study without earning a bachelor’s degree,,-1,,,
294,18-21,Male,-1,India,Master’s degree,Student,-1,,,
33583,25-29,Male,-1,Nigeria,Master’s degree,Software Engineer,-1,50-249 employees,2-Jan,No (we do not use ML methods)
120,18-21,Male,-1,Israel,No formal education past high school,Student,-1,,,
322,18-21,Male,-1,Pakistan,Bachelor’s degree,Student,-1,,,
429,45-49,Male,-1,Ukraine,Bachelor’s degree,Product/Project Manager,-1,250-999 employees,0,No (we do not use ML methods)
879,30-34,Male,-1,India,Professional degree,Other,163,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
52,18-21,Male,-1,India,,,-1,,,
15179,50-54,Male,-1,Colombia,Master’s degree,Research Scientist,-1,"1000-9,999 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
222,25-29,Female,-1,Taiwan,Master’s degree,Data Scientist,-1,"> 10,000 employees",,
150,18-21,Male,-1,Russia,Bachelor’s degree,Student,-1,,,
5037,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
74,22-24,Female,-1,Taiwan,,,-1,,,
510,22-24,Female,-1,India,Professional degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
60,25-29,Male,-1,China,,,-1,,,
995,30-34,Male,-1,South Korea,Professional degree,Data Scientist,-1,250-999 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
437,35-39,Male,-1,Hungary,Master’s degree,Data Scientist,-1,"1000-9,999 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1273,22-24,Female,-1,Kenya,Master’s degree,Student,-1,,,
700,30-34,Male,-1,India,Professional degree,Other,-1,50-249 employees,0,No (we do not use ML methods)
129,40-44,Male,-1,Russia,,,-1,,,
200,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
7431,25-29,Male,-1,Japan,Bachelor’s degree,Statistician,-1,"1000-9,999 employees",4-Mar,No (we do not use ML methods)
197,22-24,Male,-1,Singapore,Bachelor’s degree,,-1,,,
108,22-24,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",0,No (we do not use ML methods)
659,25-29,Male,-1,Germany,Master’s degree,Research Scientist,-1,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
137,25-29,Male,-1,India,Bachelor’s degree,Business Analyst,-1,250-999 employees,20+,We use ML methods for generating insights (but do not put working models into production)
227,40-44,Male,-1,Turkey,Doctoral degree,Student,-1,,,
142,18-21,Female,-1,India,Master’s degree,Student,-1,,,
288,22-24,Male,-1,Other,Bachelor’s degree,Student,-1,,,
505,22-24,Male,-1,Bangladesh,Bachelor’s degree,Software Engineer,-1,250-999 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
347,22-24,Female,-1,"Iran, Islamic Republic of...",Bachelor’s degree,Student,-1,,,
5543,25-29,Male,-1,India,Master’s degree,Other,788,"> 10,000 employees",0,No (we do not use ML methods)
686,40-44,Male,-1,Netherlands,No formal education past high school,Other,789,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
62296,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
424,22-24,Male,-1,India,Bachelor’s degree,Not employed,-1,,,
187,25-29,Male,-1,India,Bachelor’s degree,Research Scientist,-1,"1000-9,999 employees",15-19,No (we do not use ML methods)
408,40-44,Male,-1,Other,Professional degree,Product/Project Manager,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
2751,35-39,Male,-1,Saudi Arabia,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",0,I do not know
58,25-29,Male,-1,Spain,Master’s degree,Data Scientist,-1,50-249 employees,,
296,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
40,22-24,Male,-1,India,,,-1,,,
609,22-24,Female,-1,Pakistan,Doctoral degree,Student,-1,,,
366,25-29,Male,-1,Other,Bachelor’s degree,Student,-1,,,
370,18-21,Female,-1,India,I prefer not to answer,Student,-1,,,
394,25-29,Male,-1,South Africa,Bachelor’s degree,Not employed,-1,,,
1116,25-29,Male,-1,China,Bachelor’s degree,Data Analyst,-1,50-249 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
338,30-34,Male,-1,Japan,Some college/university study without earning a bachelor’s degree,Other,790,"> 10,000 employees",20+,No (we do not use ML methods)
427,22-24,Female,-1,Australia,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,I do not know
1226,25-29,Male,-1,Japan,Bachelor’s degree,Other,791,250-999 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
418277,45-49,Male,-1,Turkey,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",,
47183,40-44,Male,-1,India,Professional degree,Software Engineer,-1,"1000-9,999 employees",20+,We use ML methods for generating insights (but do not put working models into production)
286,18-21,Male,-1,United States of America,Bachelor’s degree,Student,-1,,,
117,22-24,Female,-1,India,Bachelor’s degree,Student,-1,,,
204,25-29,Female,-1,South Africa,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",9-May,No (we do not use ML methods)
302,18-21,Male,-1,United States of America,Master’s degree,Student,-1,,,
134,25-29,Male,-1,Nigeria,Master’s degree,Data Analyst,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
139,50-54,Male,-1,Singapore,Master’s degree,Business Analyst,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
181,45-49,Male,-1,Netherlands,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
134,40-44,Male,-1,Other,Master’s degree,Software Engineer,-1,50-249 employees,0,We are exploring ML methods (and may one day put a model into production)
240,30-34,Female,-1,India,Doctoral degree,Student,-1,,,
450,30-34,Female,-1,Russia,Professional degree,Other,792,50-249 employees,4-Mar,No (we do not use ML methods)
1183,30-34,Male,-1,India,Doctoral degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
18276,25-29,Male,-1,Taiwan,Master’s degree,Data Analyst,-1,"1000-9,999 employees",4-Mar,
33746,22-24,Male,-1,Germany,Bachelor’s degree,Data Analyst,-1,250-999 employees,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
365,25-29,Male,-1,Hungary,Master’s degree,Data Scientist,-1,"1000-9,999 employees",2-Jan,We use ML methods for generating insights (but do not put working models into production)
235394,22-24,Male,-1,Nigeria,Master’s degree,Data Analyst,-1,0-49 employees,0,No (we do not use ML methods)
330,18-21,Male,-1,Japan,Bachelor’s degree,Student,-1,,,
142,35-39,Male,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
380,22-24,Male,-1,India,Bachelor’s degree,DBA/Database Engineer,-1,0-49 employees,2-Jan,No (we do not use ML methods)
169,30-34,Male,-1,Poland,No formal education past high school,Other,793,0-49 employees,0,
346,45-49,Male,-1,Ukraine,Master’s degree,Software Engineer,-1,0-49 employees,0,I do not know
178,40-44,Male,-1,India,Master’s degree,,-1,,,
124,45-49,Male,-1,Israel,Doctoral degree,Other,556,"1000-9,999 employees",0,
146,22-24,Male,-1,Russia,Master’s degree,Research Scientist,-1,"1000-9,999 employees",2-Jan,We use ML methods for generating insights (but do not put working models into production)
344,35-39,Male,-1,China,Master’s degree,Data Engineer,-1,250-999 employees,,
448,18-21,Male,-1,Pakistan,Bachelor’s degree,Student,-1,,,
705,25-29,Male,-1,Japan,Master’s degree,Other,-1,"1000-9,999 employees",0,I do not know
600,25-29,Female,-1,India,Master’s degree,Business Analyst,-1,50-249 employees,20+,We are exploring ML methods (and may one day put a model into production)
59,18-21,Male,-1,India,,,-1,,,
519432,22-24,Male,-1,India,Master’s degree,Data Scientist,-1,0-49 employees,,
123,50-54,Male,-1,Italy,Master’s degree,Other,123,0-49 employees,0,No (we do not use ML methods)
318,30-34,Male,-1,Australia,Master’s degree,Business Analyst,-1,250-999 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
212,18-21,Male,-1,Other,Some college/university study without earning a bachelor’s degree,,-1,,,
213,18-21,Male,-1,India,Bachelor’s degree,Data Engineer,-1,0-49 employees,,
379,22-24,Male,-1,Bangladesh,Bachelor’s degree,Student,-1,,,
231,35-39,Male,-1,Japan,Doctoral degree,Data Engineer,-1,"1000-9,999 employees",14-Oct,We use ML methods for generating insights (but do not put working models into production)
482,40-44,Male,-1,Other,Master’s degree,Product/Project Manager,-1,50-249 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
1023,25-29,Male,-1,Pakistan,Bachelor’s degree,Data Scientist,-1,0-49 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1023,25-29,Female,-1,Singapore,Master’s degree,Software Engineer,-1,"1000-9,999 employees",9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
229,25-29,Male,-1,China,Master’s degree,Software Engineer,-1,50-249 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
821,22-24,Male,-1,Other,Bachelor’s degree,Student,-1,,,
56694,35-39,Male,-1,United States of America,Doctoral degree,Software Engineer,-1,250-999 employees,2-Jan,
800,30-34,Male,-1,Other,Some college/university study without earning a bachelor’s degree,Not employed,-1,,,
90,18-21,Female,-1,India,,,-1,,,
194,30-34,Male,-1,China,Master’s degree,Software Engineer,-1,"1000-9,999 employees",0,No (we do not use ML methods)
233,55-59,Male,-1,Russia,Doctoral degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
250,35-39,Male,-1,China,I prefer not to answer,,-1,,,
35,25-29,Male,-1,India,,,-1,,,
690,35-39,Male,-1,China,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
165,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
655,40-44,Male,-1,India,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
1127,18-21,Male,-1,United States of America,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",4-Mar,
660,25-29,Female,-1,Switzerland,Doctoral degree,Student,-1,,,
822,25-29,Male,-1,India,Master’s degree,Data Scientist,-1,"> 10,000 employees",4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
555,18-21,Male,-1,Viet Nam,Bachelor’s degree,Data Scientist,-1,"1000-9,999 employees",4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
513,30-34,Male,-1,Poland,Master’s degree,Other,794,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
58602,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
128,35-39,Male,-1,Norway,Master’s degree,Software Engineer,-1,250-999 employees,,
499,35-39,Male,-1,Hungary,Master’s degree,Software Engineer,-1,"> 10,000 employees",0,We are exploring ML methods (and may one day put a model into production)
985,25-29,Female,-1,Netherlands,Doctoral degree,Research Scientist,-1,50-249 employees,0,No (we do not use ML methods)
547,25-29,Male,-1,Japan,Bachelor’s degree,Data Scientist,-1,"> 10,000 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
76,30-34,Female,-1,Taiwan,Master’s degree,Not employed,-1,,,
9134,18-21,Male,-1,India,Master’s degree,Student,-1,,,
41,22-24,Male,-1,India,,,-1,,,
577250,30-34,Female,-1,Algeria,Doctoral degree,Software Engineer,-1,0-49 employees,0,I do not know
121,18-21,Male,-1,India,Bachelor’s degree,Data Scientist,-1,0-49 employees,,
102,30-34,Male,-1,Germany,Master’s degree,Research Scientist,-1,0-49 employees,,
388,25-29,Male,-1,China,Bachelor’s degree,Other,795,250-999 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
83,35-39,Female,-1,Germany,,,-1,,,
185,50-54,Male,-1,Israel,Master’s degree,Software Engineer,-1,"> 10,000 employees",,
1560,25-29,Female,-1,India,I prefer not to answer,Student,-1,,,
521,18-21,Female,-1,Other,Bachelor’s degree,Student,-1,,,
520029,22-24,Male,-1,Viet Nam,Some college/university study without earning a bachelor’s degree,Software Engineer,-1,250-999 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
1800,30-34,Male,-1,South Korea,Master’s degree,Software Engineer,-1,0-49 employees,2-Jan,
36,25-29,Prefer not to say,-1,India,,,-1,,,
77,18-21,Male,-1,Italy,Bachelor’s degree,Student,-1,,,
507,22-24,Female,-1,China,Master’s degree,Product/Project Manager,-1,250-999 employees,9-May,We are exploring ML methods (and may one day put a model into production)
448392,22-24,Male,-1,China,Professional degree,Data Scientist,-1,"1000-9,999 employees",0,I do not know
125,45-49,Male,-1,United States of America,Master’s degree,Product/Project Manager,-1,"1000-9,999 employees",14-Oct,No (we do not use ML methods)
